date,pcpipch,inflation_yoy,lag_1_inflation,lag_2_inflation,lag_3_inflation,lag_6_inflation,lag_12_inflation,roll3_inflation_mean,roll6_inflation_mean,roll3_inflation_std,month_sin,month_cos,is_ramadan_month,is_lebaran_window,is_nataru,is_harvest_season,year,month
2027-04-01,2.6,2.6,2.6,2.6,2.6,3.0,3.0,2.6,2.733333333333333,0.0,0.8660254037844387,-0.4999999999999998,1,1,0,0,2027,4
2027-05-01,2.6,2.6,2.6,2.6,2.6,3.0,3.0,2.6,2.6666666666666665,0.0,0.49999999999999994,-0.8660254037844387,0,1,0,0,2027,5
2027-06-01,2.6,2.6,2.6,2.6,2.6,3.0,3.0,2.6,2.6,0.0,1.2246467991473532e-16,-1.0,0,0,0,0,2027,6
2027-07-01,2.6,2.6,2.6,2.6,2.6,2.6,3.0,2.6,2.6,0.0,-0.4999999999999997,-0.8660254037844388,0,0,0,0,2027,7
2027-08-01,2.6,2.6,2.6,2.6,2.6,2.6,3.0,2.6,2.6,0.0,-0.8660254037844384,-0.5000000000000004,0,0,0,1,2027,8
2027-09-01,2.6,2.6,2.6,2.6,2.6,2.6,3.0,2.6,2.6,0.0,-1.0,-1.8369701987210297e-16,0,0,0,1,2027,9
2027-10-01,2.6,2.6,2.6,2.6,2.6,2.6,3.0,2.6,2.6,0.0,-0.8660254037844386,0.5000000000000001,0,0,0,0,2027,10
2027-11-01,2.6,2.6,2.6,2.6,2.6,2.6,3.0,2.6,2.6,0.0,-0.5000000000000004,0.8660254037844384,0,0,0,0,2027,11
2027-12-01,2.6,2.6,2.6,2.6,2.6,2.6,3.0,2.6,2.6,0.0,-2.4492935982947064e-16,1.0,0,0,1,0,2027,12
2028-01-01,2.5,2.5,2.6,2.6,2.6,2.6,2.6,2.566666666666667,2.5833333333333335,0.05773502691896269,0.49999999999999994,0.8660254037844387,0,0,1,0,2028,1
2028-02-01,2.5,2.5,2.5,2.6,2.6,2.6,2.6,2.5333333333333337,2.566666666666667,0.05773502691896285,0.8660254037844386,0.5000000000000001,0,0,0,1,2028,2
2028-03-01,2.5,2.5,2.5,2.5,2.6,2.6,2.6,2.5,2.5500000000000003,0.0,1.0,6.123233995736766e-17,1,0,0,1,2028,3
2028-04-01,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.5,2.533333333333333,0.0,0.8660254037844387,-0.4999999999999998,1,1,0,0,2028,4
2028-05-01,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.5,2.5166666666666666,0.0,0.49999999999999994,-0.8660254037844387,0,1,0,0,2028,5
2028-06-01,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.5,2.5,0.0,1.2246467991473532e-16,-1.0,0,0,0,0,2028,6
2028-07-01,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.5,2.5,0.0,-0.4999999999999997,-0.8660254037844388,0,0,0,0,2028,7
2028-08-01,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.5,2.5,0.0,-0.8660254037844384,-0.5000000000000004,0,0,0,1,2028,8
2028-09-01,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.5,2.5,0.0,-1.0,-1.8369701987210297e-16,0,0,0,1,2028,9
2028-10-01,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.5,2.5,0.0,-0.8660254037844386,0.5000000000000001,0,0,0,0,2028,10
2028-11-01,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.5,2.5,0.0,-0.5000000000000004,0.8660254037844384,0,0,0,0,2028,11
2028-12-01,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.5,2.5,0.0,-2.4492935982947064e-16,1.0,0,0,1,0,2028,12
2029-01-01,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.49999999999999994,0.8660254037844387,0,0,1,0,2029,1
2029-02-01,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.8660254037844386,0.5000000000000001,0,0,0,1,2029,2
2029-03-01,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,1.0,6.123233995736766e-17,1,0,0,1,2029,3
2029-04-01,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.8660254037844387,-0.4999999999999998,1,1,0,0,2029,4
2029-05-01,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.49999999999999994,-0.8660254037844387,0,1,0,0,2029,5
2029-06-01,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,1.2246467991473532e-16,-1.0,0,0,0,0,2029,6
2029-07-01,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,-0.4999999999999997,-0.8660254037844388,0,0,0,0,2029,7
2029-08-01,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,-0.8660254037844384,-0.5000000000000004,0,0,0,1,2029,8
2029-09-01,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,-1.0,-1.8369701987210297e-16,0,0,0,1,2029,9
2029-10-01,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,-0.8660254037844386,0.5000000000000001,0,0,0,0,2029,10
2029-11-01,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,-0.5000000000000004,0.8660254037844384,0,0,0,0,2029,11
2029-12-01,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,-2.4492935982947064e-16,1.0,0,0,1,0,2029,12
2030-01-01,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.49999999999999994,0.8660254037844387,0,0,1,0,2030,1
2030-02-01,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.8660254037844386,0.5000000000000001,0,0,0,1,2030,2
2030-03-01,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,1.0,6.123233995736766e-17,1,0,0,1,2030,3
2030-04-01,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.8660254037844387,-0.4999999999999998,1,1,0,0,2030,4
2030-05-01,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.49999999999999994,-0.8660254037844387,0,1,0,0,2030,5
2030-06-01,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,1.2246467991473532e-16,-1.0,0,0,0,0,2030,6
2030-07-01,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,-0.4999999999999997,-0.8660254037844388,0,0,0,0,2030,7
2030-08-01,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,-0.8660254037844384,-0.5000000000000004,0,0,0,1,2030,8
2030-09-01,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,-1.0,-1.8369701987210297e-16,0,0,0,1,2030,9
2030-10-01,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,-0.8660254037844386,0.5000000000000001,0,0,0,0,2030,10
2030-11-01,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,-0.5000000000000004,0.8660254037844384,0,0,0,0,2030,11
2030-12-01,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,-2.4492935982947064e-16,1.0,0,0,1,0,2030,12
2031-01-01,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.49999999999999994,0.8660254037844387,0,0,1,0,2031,1
